,tweet,target
260,"3yrs ago,2 days after HHP succumbed to  I said:ENOUGH IS ENOUGH!People can't die when we can assist.I then started a  initiative&amp;launched it on my birthday.May God keep sustaining me coz this work is not for the faint-hearted.Happy birthday SSI!💚  https://t.co/Zlb7Fkq2Ol",1
261,"I've been trying to study for the last several days, and all I've thought about was sleep....and sadly it led to sleep. At a time when I'm supposed to be catching up with shit, this happens. When will it end???   ",1
262,"Did you know that 1 in 20 adults deal with depression? If you think you might be going through depression, here are some tips from the WHO for you.      https://t.co/jTx4lIBrOA",1
263,"@blankslate2017 Way, way less stress. Also yes, getting to watch so many mundane parts of this country fly by right next to you — it rules.",1
264,Me on twitter stressed because I'm avoiding spoilers 😰  https://t.co/UoFyLSf9jW,1
265,My lovely barista just invited me to her bday party this weekend and that alone just made my day.😊#happy #grateful #blessed,0
266,"Happy Friday, full day of clients helping them recover from their eating disorders such an honour to be part of the process    loss      https://t.co/RlbLsBaCW4",1
267,"@sapnamadan Most of the time it is due to an increase in blood pressure due to stress. Drink warm water with honey &amp; take a shower.  Avoid countertop drugs like paracetamol or other painkillers, as they tend to damage the kidneys.",1
268,"This time I just want to be happy, not hurt, not confused, not stressed.. just happy.",1
269,@STAYmusicafe Take care don't stress abt the lesson to much &lt;333,1
270,“People who have never dealt with depression think it’s just being sad or being in a bad mood. That’s not what depression is for me; it’s falling into a state of grayness &amp; numbness.” -Dan Reynolds       https://t.co/SEfZ39xhKu,1
271,"I may have posted this before, but it's a good reminder that I can do this more often.    Hope it helps someone else.               https://t.co/4gjGmR9a3F",1
272,Bryan’s been crying laughing at the same video since like 9 am,1
273,"Minamimoto captured one of the strange birds and absorbed them. Having obtained what he wanted, he declared to his team members that their partnership ends here and leaves the team, to which he would not be seen for a long time. &lt;- this shatters my heart 💔💔💔   https://t.co/Bs0diPB1dw",1
274,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0
275,the part with the penguins though :(( that stressed me out,1
276," in a moment of stress and overwhelm, I unfollowed a bunch of ppl...  Consequently, I was placed in ""twitter jail"" for 3 days, limiting my ability to retweet other's work.  If you were a victim to this moment of confusion, I apologize, and hope I am forgiven🙏🏿✨",1
277,@marvgoated @kurtznirvanaz @warriorsworld Fr too much stress,1
278,Wishing you a blessed and happy morning. Glad to be here. Do you🤔 and brighten someone's day in your pursuit of happiness.,0
279,     group &gt;&gt; My mind was in a continual state of depression and I made not the slightest advance toward gaining the benefits that result from the study of Buddhism.  https://t.co/5uPXSOmhYu,1
280,@Hero_Singx Making money 💷 comes with stress,1
281,this could be how you start a conversation with a loved one about depression: I wanted to check in with you because you seem pretty down lately  ,1
282,"Things people don’t tell you about being , part 1: everyone warns you for the severity of , but fail to mention the other stages are at times even more dangerous. You are more likely to give in to mania cause it lures you in with a false sense of positivity.",1
283,"I was so relieved to have taken my dogs out earlier today as there is a shoot or something going on today, my old dog is gun shy, poor wee girl 💗             https://t.co/e9e7ALryAK",1
284,Happy Thanksgiving to everyone except niggas who eat chitterlings 🤢,1
285,"air dude, the , air chick, new beginnings, job, conceited, light at the end of the tunnel, tempering, lovers, loss, karma, , carrying the burdens, stagnant, victory, conforming to a cult, breakup, moving to calmer waters, ongoing, plans, increased stress…",1
286,@JulieBanderas Stress and pain reliever all-in-one!! To you and your family have a great Thanksgiving Julie!! 🦃🦃,1
287,"I love affirmations, I’m retraining my brain to think differently after years of abuse. This is hard. I know I can do it.              https://t.co/Av1CGbe91F",1
288,Russ just figured out I have twitter. He is boney and small and I can still kick his ass. What a world.           ,1
289,Is there a connection between  and ?             https://t.co/ebfGCnO5K2,1
290,Do you know how to help someone with a mental health problem like depression or anxiety?                https://t.co/sKgrNvhExE,1
291,"Avoid Social Isolation  Loneliness and social isolation have recently received a lot of attention. We can greatly improve situations in which a senior is socially isolated, and not simply through the companionship of the caregiver.   ",1
292,"▪︎little▪︎ ☆ Regression is usually involuntary. ☆ It can be triggered by subliminal stress, frustration or fear. This being  said my regression can sometimes become impure. I will tag posts with 'impure' if I feel upset when little to be sure.",1
293,"Despite my own struggle with mental health, I work at a psychiatric facility. I work overnights but towards the end of my shift I'm ready to fall apart. ",1
294,I can’t stress this loud enough....    🗣NE YOOOOOOOO,1
295,Such a beautiful man.  Even better looking now that the stress of the highest office is off his back.,1
296,tomorrow... rather later today maybe ill draw my death 🤷🏻‍♂️     ,1
297,Nature is beautiful and inspires me every season. Walking this morning I noticed this red berry and it felt like an autumnal jewel. The therapy of nature!  ❤️             https://t.co/JVKfWp6dby,1
298,@saentlaurent literally about to sleep STRESSED i hate it here,1
299,Shilling and dealing! This collection shows how I deal with  . Staring out a window and knowing that there are others out there!             https://t.co/1AXPmXx6sQ,1
300,I was originally gonna make a thread n talking abt certain moots I am incredibly thankful for but then I got really busy n stressed n couldn't I wanna dye,1
301,I know I having a bad day when I tweet a lot and when I’m crying for what seems like no reason     ,1
302,"Yeah I'm most likely refunding it. TF2 gave me enough stress, drama... all around bad memories tied to PvP experience of lifetime. All I can handle now is sillyass games like War Thunder where at least you get to play with your favorite machines.",1
303,"I want to be a schwa, it's never stressed.",1
304,It’s also that time of year when I stress bake holiday treats. I’m definitely baking some cookies today.,1
305,Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,0
306,stress week next week pls pass by vvvv fast😩,1
307,Found the courage and strength to rise out of my depression and clean my bathroom today. I believe in you too ❤️   Comment below if you see the Easter Egg.     https://t.co/cvz2AEqiz3,1
308,"- isn't a ""bad day"". It takes more than an inspirational thought, a motivational poster or a pat-on-the-back to overcome it. Understanding this can save lives and make lives worth living.  https://t.co/HPgNV0Rpjt",1
309,I'm fine...      https://t.co/3fbsMSuRPU,1
310,@dngokingyok They are my hetero guilty pleasure 😂,0
311,"I know the song says dandelions but this kinda makes me imagine being in a small winter village with Christmas lights and I find the love of my life, now I’m  bc when will I get that?!",1
312,@Iamdepr47974144 Did something happen to make you start feeling this way?  ,1
313,"happy thanksgiving guys :) my heart goes out to anyone struggling with family issues or eating, try not to stress yourself out too much today, try to have fun. listen to your hunger signals, you’re loved and your body doesn’t define you. have an amazing day guys, love you :)",1
314,"currently , kalau i stress…i check out shoppee🤧",1
315,"Couldn’t sleep🤷🏼‍♀️ so took a nice hot bath, listens to chill jazz playlist &amp; relaxed🛁🎧🧘🏼‍♀️  my baby boy had no problem falling to sleep tho😂😴🐶🥺           https://t.co/pFRf2nsac3",1
316,There's loads to be #grateful for. Start by just looking in the mirror 💞✨ #ThursdayThoughts,0
317,@PlayStation Thought this was Returnal for a sec😂,1
318,Mostly bcs i missed drawing + i wanted to draw them (they are hot /p) + stress relief 👍👍👍,1
319,@swagvia @turnupquackity Oh no ...i hope i didn't stress you. Good luck tho!,1
320,this is how to show a loved one you care: Have you thought about getting help?  ,1
321,@MishaKnoxTTV Thankies. Yesterday was already overwhelming with stress but tonight kinda took the cake.,1
322,too stressed to study which is making me stressed so I don't want to study but I need to,1
323,"Sometimes,  and  makes her victims look DESPERATE, untrue and even like a SCAMMER to those they called out for relief and supports.     Some people hardly understand  how this beast called DEPRESSION rough handles her victims.    ",1
